product_id,name,category,subcategory,price,brand,rating,review_count,stock_quantity,is_featured,creation_date
prod_00470,L'avantage d'avancer sans soucis,home,decor,63.29,Jacob S.A.,3.5,36,386,False,2025-01-23
prod_00471,La liberté d'innover autrement,fashion,shoes,30.78,Peron,5.0,53,972,False,2025-03-27
prod_00472,L'assurance d'atteindre vos buts sans soucis,sports,fitness,88.72,Michel,4.5,49,78,False,2025-02-10
prod_00473,La possibilité de rouler plus rapidement,books,business,24.37,Renaud,4.2,46,825,False,2025-01-18
prod_00474,L'assurance d'avancer à la pointe,electronics,headphones,27.44,Dupré SA,4.8,34,311,False,2025-06-24
prod_00475,La possibilité de louer à la pointe,electronics,smartphone,29.33,Le Gall S.A.,3.8,49,220,False,2025-09-28
prod_00476,Le confort d'évoluer sans soucis,sports,fitness,39.91,Marchand Mendès S.A.S.,3.3,38,317,True,2025-10-02
prod_00477,Le pouvoir de rouler sans soucis,home,kitchen,47.5,Navarro Roger SARL,3.7,50,553,False,2024-12-21
prod_00478,Le droit de changer à sa source,electronics,laptop,267.25,Pelletier S.A.R.L.,3.9,30,40,False,2024-11-03
prod_00479,Le droit d'avancer plus rapidement,books,cookbooks,34.8,Legendre Rousseau SARL,3.7,45,476,False,2024-11-01
prod_00480,La liberté de changer avant-tout,beauty,skincare,14.9,Pierre,3.6,52,808,False,2025-05-06
prod_00481,L'assurance de concrétiser vos projets de manière efficace,sports,outdoor,64.93,Buisson Chauvet S.A.R.L.,4.8,41,355,False,2025-10-07
prod_00482,L'assurance de concrétiser vos projets à la pointe,books,business,88.67,Delorme et Fils,4.0,48,120,False,2025-03-02
prod_00483,La possibilité d'innover à l'état pur,beauty,haircare,76.47,Gros,4.9,39,428,False,2025-03-13
prod_00484,Le droit d'atteindre vos buts autrement,fashion,watches,122.45,Durand,3.4,52,732,False,2024-11-30
prod_00485,Le pouvoir d'avancer plus facilement,fashion,accessories,134.36,Valentin,4.3,39,278,False,2024-12-15
prod_00486,Le droit de louer naturellement,beauty,haircare,46.45,Buisson,4.3,37,869,False,2024-10-21
prod_00487,La liberté de concrétiser vos projets de manière efficace,electronics,headphones,122.34,Martinez S.A.R.L.,4.9,50,710,False,2025-06-14
prod_00488,Le confort d'innover avant-tout,electronics,tablet,22.85,Chevallier,5.0,29,334,False,2025-03-20
prod_00489,Le pouvoir de louer naturellement,sports,yoga,39.1,Neveu Guillon et Fils,5.0,46,336,False,2025-07-09
prod_00490,Le pouvoir d'atteindre vos buts à l'état pur,sports,team_sports,28.63,Paris,4.2,39,835,False,2024-12-28
prod_00491,La possibilité de changer en toute tranquilité,fashion,clothing,35.83,Daniel,4.4,39,649,False,2025-03-15
prod_00492,Le plaisir de rouler à la pointe,electronics,headphones,63.2,Diallo,3.3,43,90,False,2024-12-07
prod_00493,Le pouvoir d'évoluer plus facilement,books,business,35.37,Maury SA,4.9,50,504,False,2025-05-08
prod_00494,Le plaisir de louer plus facilement,toys,educational,47.12,Lefèvre,4.9,51,742,False,2024-11-18
prod_00495,La liberté de changer plus facilement,toys,board_games,43.13,Lopez,3.6,52,671,False,2024-12-06
prod_00496,La liberté d'évoluer à sa source,electronics,tablet,40.41,Colin,4.2,32,148,False,2025-03-16
prod_00497,La liberté de changer avant-tout,electronics,laptop,144.31,Coste,4.3,39,173,False,2024-12-27
prod_00498,Le plaisir de changer à la pointe,toys,dolls,16.09,Leroy,3.4,45,155,False,2024-11-16
prod_00499,La liberté de changer en toute tranquilité,books,business,75.82,Voisin Lemonnier S.A.,4.6,34,683,False,2025-08-24
